name,age,city,salary
Falan Dada,20.0,,83186.0
Widisha Gade,40.0,,
Chaitanya Chandra,67.0,,48719.0
Barkha Pradhan,,Delhi,
Ikshita Hayre,64.0,,36922.0
Theodore Biswas,52.0,,29763.0
Arin Keer,68.0,,
Qadim Das,68.0,Delhi,95635.0
Vrishti Grewal,54.0,Mumbai,22687.0
Advika Ramaswamy,19.0,Mumbai,
Lekha Mane,49.0,,
Christopher Menon,29.0,,
Lopa Dayal,49.0,Delhi,
Sai Grewal,,,55042.0
Abeer Gill,56.0,Delhi,61491.0
Faraj Sandhu,23.0,,95238.0
Mekhala Jha,66.0,,
Ekapad More,,,
Urvashi Golla,37.0,Mumbai,67780.0
Raagini Ben,38.0,Mumbai,
Aashi Parmar,37.0,,76219.0
Jasmit Kade,57.0,Mumbai,
Jeremiah Sama,54.0,Delhi,
Vivaan Yadav,67.0,Mumbai,66913.0
Dakshesh Dugar,36.0,Mumbai,
Varsha Rajagopalan,22.0,Delhi,
Zayan Bhatt,33.0,,57560.0
Tripti Bora,,Delhi,67733.0
Yochana Kumar,51.0,Delhi,61288.0
Aryan Ganesh,31.0,Delhi,
Anamika Jani,42.0,Mumbai,34308.0
Dev Bawa,68.0,,
Agastya Singhal,45.0,Mumbai,51558.0
Warhi Tella,66.0,Mumbai,
Balvan Shetty,59.0,Delhi,57859.0
Yoshita Ganguly,62.0,Mumbai,
Avni Dua,,Mumbai,
Varsha Behl,19.0,,27762.0
Arin Banik,38.0,,
Maanas Chandran,49.0,,94567.0
,44.0,Delhi,
Samuel Talwar,57.0,Delhi,
Nidra Dhawan,27.0,,
,70.0,Delhi,
Saumya Shukla,23.0,Delhi,
Samuel Dugar,53.0,Delhi,57422.0
Bhavani Dass,18.0,Mumbai,
Isha Korpal,38.0,Delhi,
Aadhya Chada,63.0,,
Lakshit Sridhar,67.0,,38192.0
Widisha Ahluwalia,70.0,Mumbai,
Aachal Chokshi,22.0,,78850.0
Darpan Goswami,,Delhi,
Frederick Wali,44.0,Delhi,31389.0
Dev Manda,49.0,Mumbai,42559.0
,18.0,Mumbai,
Oviya Walla,43.0,Delhi,91371.0
Gautam Doctor,41.0,,
Jyoti Batra,32.0,Mumbai,
Chanakya Sachdev,68.0,,42617.0
Varenya Wagle,18.0,Mumbai,
Joshua Sami,36.0,Delhi,84973.0
Hiral Tara,32.0,Mumbai,
Agastya Ram,22.0,Delhi,70839.0
Niharika Som,47.0,,
Rudra Murthy,63.0,Mumbai,53642.0
Meghana Ratta,38.0,Mumbai,78861.0
Divya Vora,66.0,,61449.0
Anamika Majumdar,28.0,,
Chasmum Kibe,58.0,Mumbai,
Mohini Bahl,27.0,Mumbai,
Devansh Sahni,23.0,,57513.0
Ansh Bhattacharyya,45.0,Mumbai,66205.0
Amara Issac,68.0,,
Hitesh Bhandari,37.0,Mumbai,
Ryan Ganesh,31.0,Mumbai,63600.0
Saanvi Sengupta,19.0,Mumbai,
Adya Sawhney,,Mumbai,
Odika Cheema,30.0,,43494.0
Balhaar Kalla,26.0,,98205.0
Harsh Memon,23.0,,
Ekbal Brahmbhatt,,Mumbai,35402.0
Harrison Mitra,46.0,,
Chaman Handa,42.0,Mumbai,
Gagan Reddy,46.0,,45278.0
Vidhi Parekh,67.0,,
Champak Keer,,Mumbai,
,35.0,Delhi,
Wahab Wable,53.0,Delhi,46114.0
Warinder Ahuja,66.0,Delhi,86199.0
,,,94135.0
,64.0,,
Gopal Chand,23.0,Delhi,63727.0
Girish Deshpande,68.0,Delhi,
Ekavir Bal,28.0,,43241.0
Chanakya Oak,,Delhi,
Darpan Rajagopalan,56.0,,60692.0
Kiaan Magar,68.0,Mumbai,45120.0
Pranav Raj,62.0,Delhi,48548.0
Indira Khatri,,Mumbai,86241.0
Leena Mammen,67.0,,28905.0
Nandini Nagi,29.0,Mumbai,42281.0
Omaja Panchal,28.0,,41143.0
Suhani Prabhu,56.0,Delhi,
Mason Kale,67.0,Mumbai,
Chanakya Uppal,51.0,,
Dev Char,57.0,Delhi,
,57.0,Delhi,
Sai Kothari,46.0,Delhi,
Inaya Dua,31.0,,
Ryan Srinivasan,56.0,Mumbai,54806.0
Odika Ramesh,56.0,Mumbai,58144.0
Rushil Mital,50.0,Delhi,74466.0
,18.0,,71733.0
Rudra Jhaveri,37.0,Delhi,22541.0
,24.0,Mumbai,
Zehaan Kalita,30.0,,90168.0
Tanay Borra,,Delhi,90173.0
Harish Baria,44.0,Delhi,
Nilima Shetty,18.0,,59174.0
,52.0,Mumbai,30570.0
Ryan Varkey,49.0,Mumbai,52521.0
William Prakash,23.0,,52797.0
Ucchal Nair,28.0,,
Max Bath,24.0,Mumbai,
,57.0,Mumbai,74704.0
Gunbir Tank,64.0,,79547.0
Owen Agate,21.0,,
Onveer Seshadri,63.0,,25711.0
Farhan Nazareth,28.0,,78221.0
Warjas Tandon,,,
William Varughese,26.0,Mumbai,94850.0
Kai Chaudry,28.0,Delhi,95447.0
Darsh Saraf,64.0,Mumbai,86204.0
,67.0,Mumbai,40253.0
Bina Baria,21.0,,
Dominic Raval,27.0,,28736.0
Hiral Sachdeva,34.0,Delhi,78288.0
Hredhaan Rajagopal,60.0,,
Idika Ahluwalia,68.0,Delhi,87362.0
Matthew Goel,19.0,Mumbai,
Irya Kalla,31.0,Delhi,86489.0
Ekbal Sethi,,,
Ikshita Soni,,Delhi,95131.0
Ekta Bumb,40.0,Mumbai,
Aditya Sandhu,53.0,Mumbai,93726.0
Kritika Goyal,41.0,Mumbai,
Qasim Garde,52.0,Mumbai,
Dalaja Sachar,,,66877.0
Ekansh Dubey,35.0,Mumbai,98998.0
Geetika Dugal,66.0,,21482.0
Samesh Ganesan,49.0,Delhi,
Christopher Behl,37.0,,30319.0
Falak Sule,42.0,Mumbai,65066.0
Chaitanya Chandran,68.0,,49140.0
Ati Patla,55.0,Mumbai,79759.0
Imaran Varma,,,
,29.0,Mumbai,
,32.0,Mumbai,54595.0
,25.0,,49511.0
Faras Guha,66.0,,
Ojas Vala,32.0,,
Lavanya Karpe,47.0,,
Gautam Chauhan,62.0,,
Vrishti Nagi,62.0,,
Geetika Talwar,54.0,,
Amrita Iyengar,70.0,Mumbai,86763.0
Tripti Shan,34.0,Delhi,45155.0
Kabir Gour,34.0,Delhi,
Leela Bala,54.0,Mumbai,64996.0
Yashoda Luthra,56.0,,36776.0
Aayush Kohli,35.0,,30014.0
Vincent Mandal,43.0,,95896.0
Gabriel Sachdeva,18.0,Mumbai,
Ayaan Korpal,,Mumbai,46275.0
Om Salvi,19.0,,82903.0
Avni Bava,21.0,Delhi,74101.0
Chaaya Bath,50.0,Delhi,44374.0
Caleb Ray,22.0,Delhi,
Max Bava,18.0,Delhi,58294.0
Pallavi Choudhry,69.0,Delhi,
Zehaan Baral,30.0,Delhi,
Divya Srivastava,27.0,Mumbai,39545.0
Hardik Balan,56.0,,51709.0
,35.0,,
Zinal Mangal,32.0,,55262.0
,28.0,Delhi,
Arya Hans,66.0,Delhi,
Kashvi Nayak,61.0,Mumbai,70309.0
Ronith Merchant,30.0,Delhi,
Libni Lata,50.0,Mumbai,50876.0
Girindra Sandhu,36.0,Delhi,59020.0
Girik Shah,49.0,Delhi,
Aradhana Srivastava,67.0,Delhi,57228.0
Unni Mander,19.0,Mumbai,32809.0
Gaurav Panchal,55.0,Mumbai,89698.0
Omya Nanda,31.0,Delhi,20833.0
Timothy Lanka,,Mumbai,
Guneet Varty,36.0,Mumbai,85041.0
Aryan Sha,27.0,Mumbai,
Lohit Chauhan,40.0,,44785.0
Akshay Karnik,22.0,Delhi,
Aradhana Radhakrishnan,,Mumbai,77254.0
Elijah Hayer,39.0,Mumbai,33939.0
Yashodhara Kunda,35.0,Mumbai,60462.0
Indrajit Khosla,28.0,Delhi,34417.0
Sai Wagle,41.0,Delhi,67641.0
Reva Sabharwal,34.0,Mumbai,
Avni Mistry,54.0,Delhi,
Wishi Venkataraman,43.0,Mumbai,
Jackson Dey,62.0,,
Wriddhish Aurora,50.0,Delhi,
Pranit Gara,22.0,Delhi,
Chaitanya Kota,30.0,,
Osha Korpal,62.0,Mumbai,85108.0
Adweta Sunder,66.0,Mumbai,
Urvi Seth,36.0,Delhi,
Anirudh Parmer,62.0,,89218.0
Yash Ramachandran,55.0,Delhi,67320.0
Indrajit Biswas,27.0,Delhi,89249.0
Anika Lala,,Mumbai,
Barkha Dixit,24.0,Mumbai,
Aradhana Choudhry,58.0,Mumbai,84973.0
Samuel Natt,56.0,,
Yauvani Dutta,55.0,Delhi,21876.0
Kalpit Andra,,Delhi,44919.0
Fariq Lalla,33.0,Mumbai,
Jyoti Gandhi,56.0,,
,44.0,Mumbai,
Jeevika Behl,47.0,Delhi,
Madhav Seshadri,22.0,,87549.0
Ira Goyal,20.0,,59172.0
Gopal Bhatt,27.0,Mumbai,
Prisha Sami,57.0,Mumbai,
Jackson Parikh,19.0,Mumbai,41983.0
Isha Loke,35.0,Mumbai,
Leena Kaur,35.0,,
,36.0,Mumbai,
Timothy Tiwari,69.0,Mumbai,36915.0
Nandini Nadkarni,32.0,Mumbai,34933.0
Ayush Kata,50.0,Delhi,22664.0
Veer Chandran,24.0,,
Kiaan Golla,62.0,Delhi,
Ekta Bath,68.0,Mumbai,87007.0
Girish Gill,,,93449.0
,63.0,Mumbai,
Simon Kannan,49.0,Delhi,
Isaiah Sharaf,41.0,Mumbai,
Ubika Murthy,69.0,Delhi,80095.0
Sai Bali,48.0,,
Advaith Pandit,26.0,,27862.0
Qasim Bedi,44.0,Mumbai,33713.0
Charita Venkataraman,47.0,Delhi,72613.0
Advaith Varty,61.0,Delhi,80913.0
Vedika Talwar,49.0,,
William Thakur,18.0,Mumbai,55729.0
Hemang Wason,58.0,Mumbai,
Balendra Ghosh,67.0,Delhi,
Anusha Dara,23.0,,48962.0
Zehaan Tandon,,Mumbai,
Baghyawati Chada,57.0,Delhi,48994.0
Samesh Patil,22.0,,
Chandresh Sengupta,61.0,,44119.0
Yochana Shere,55.0,,
Michael Vig,,Delhi,61873.0
Chavvi Bhalla,38.0,Mumbai,
Rohan Karan,25.0,,
Arunima Balay,35.0,,29998.0
,36.0,Delhi,24726.0
,59.0,Delhi,
Sneha Oommen,36.0,Delhi,65869.0
Sara Kalla,65.0,Delhi,88847.0
Chaitanya Kade,25.0,Delhi,54163.0
,43.0,Delhi,45270.0
Amol Sachdev,46.0,Delhi,
Robert Khatri,,Delhi,65703.0
Henry Wadhwa,22.0,,
Chaman Parmer,52.0,,68431.0
Rajeshri Mittal,36.0,Mumbai,
Jalsa Borra,70.0,Delhi,
Sathvik Balakrishnan,62.0,,
Zayan Suresh,39.0,Delhi,
Netra Prabhu,28.0,,
,48.0,,
Divya Choudhry,66.0,Mumbai,39321.0
Sarthak Khanna,70.0,Mumbai,
Gagan Kannan,20.0,,52814.0
Tanvi Shetty,,Delhi,28438.0
Irya Karan,19.0,Delhi,
Nakul Mishra,43.0,,51004.0
,52.0,Delhi,
Chandani Sunder,64.0,Delhi,
Bhanumati Talwar,67.0,Mumbai,
Atharv Lata,70.0,Delhi,82623.0
Dipta Sha,55.0,Delhi,
Harinakshi Kanda,44.0,Mumbai,
Jason Bali,19.0,,68161.0
Jeet Ratti,32.0,Delhi,
Faqid More,60.0,Delhi,
Vedhika Ganesan,24.0,Delhi,21580.0
,69.0,Delhi,
Eshana Goda,,,58291.0
Indrajit Sangha,35.0,Mumbai,
Triya Suresh,42.0,Mumbai,79009.0
,63.0,Delhi,55078.0
Zashil Krishnamurthy,37.0,Mumbai,
,22.0,Delhi,
,30.0,Mumbai,46334.0
Orinder Baria,59.0,,
Charita Kuruvilla,22.0,Delhi,
Nitara Naidu,44.0,,
Advik Nazareth,31.0,,
Qabil Tiwari,19.0,Mumbai,98127.0
Ridhi Wali,70.0,Delhi,44787.0
Charita Bajaj,24.0,Mumbai,
,60.0,Delhi,
Rushil Maharaj,66.0,Delhi,98890.0
Avni Subramaniam,53.0,Mumbai,
Anirudh Buch,54.0,Delhi,
Warjas Sidhu,41.0,,89636.0
Mugdha Ghose,33.0,Mumbai,
Hemang Chandra,52.0,,
Kritika Guha,55.0,,61277.0
Madhav Babu,48.0,Delhi,65210.0
Waida Dua,21.0,,
Liam Khanna,62.0,Delhi,
Aarnav Mand,29.0,Delhi,54340.0
Raksha De,46.0,,
Oliver Bains,23.0,Mumbai,20445.0
,,Mumbai,99744.0
Ladli Date,,Mumbai,21009.0
Vasana Loyal,52.0,Delhi,42689.0
Lajita Bhatia,67.0,Delhi,49906.0
,65.0,Mumbai,
,42.0,Delhi,87379.0
Waida Nagar,,Delhi,39475.0
Zayyan Patla,30.0,Mumbai,39674.0
Wakeeta Guha,38.0,,78496.0
Vrishti Bains,34.0,Delhi,
Ekapad Kulkarni,48.0,Delhi,50456.0
Priya Chokshi,31.0,Delhi,44919.0
Faraj Chowdhury,32.0,,
Azad Choudhry,59.0,Mumbai,
Victor Kannan,58.0,Delhi,
Andrew Sami,64.0,Mumbai,
,,Delhi,
Neelima Vora,26.0,,90805.0
Yashvi Dewan,64.0,Mumbai,
Janaki Thaman,46.0,,
,25.0,,95923.0
Unni Thakkar,29.0,Mumbai,81732.0
Ojasvi Doctor,46.0,Delhi,
Yashoda Kothari,43.0,Delhi,85131.0
Ishani Devan,31.0,Delhi,
Advay Upadhyay,30.0,Mumbai,
Nathan Jha,38.0,Delhi,61640.0
Maanas Sinha,54.0,Mumbai,39375.0
Arunima Wadhwa,46.0,,
Ranbir Chandra,25.0,Delhi,48497.0
Finn Panchal,55.0,Delhi,
Anvi Mohanty,55.0,Mumbai,
Janaki Hegde,37.0,,
Ekalinga Buch,46.0,,
Aadi Rana,58.0,,22411.0
Amol Dhaliwal,35.0,Delhi,
Zayan Rastogi,,,
Praneel Issac,20.0,,
Udyati Bala,64.0,Mumbai,77761.0
Wazir Goda,54.0,,50734.0
Divya Kibe,34.0,,
Eshana Majumdar,,Delhi,28070.0
Daksh Sharaf,48.0,Delhi,
Edhitha Natt,29.0,Mumbai,
Ati Krishna,21.0,,
Siya Toor,26.0,Mumbai,
Daniel Sawhney,33.0,Mumbai,74596.0
Balvan Tank,21.0,,
Sarthak Nori,59.0,Mumbai,
Ekaraj Yogi,27.0,Delhi,
Harinakshi Rajagopalan,29.0,Delhi,
Anvi Radhakrishnan,34.0,Delhi,
,58.0,,
Jagvi Ghose,25.0,,80407.0
Vincent Nair,54.0,,
Orinder Ramachandran,27.0,,29203.0
Urishilla Cheema,56.0,,
Nilima Vohra,42.0,,70041.0
,18.0,,
Gaurav Sarma,52.0,,
,57.0,,51529.0
Yauvani Ahluwalia,56.0,Delhi,
Ganga Panchal,56.0,Delhi,46537.0
Nitesh Sami,48.0,Mumbai,
Jagrati Gour,36.0,Delhi,
Bakhshi Lad,21.0,Mumbai,43529.0
Yashvi Gandhi,61.0,Mumbai,82907.0
,,Mumbai,84889.0
Nitesh Yohannan,25.0,Delhi,79310.0
Nathaniel Minhas,38.0,Mumbai,40080.0
,58.0,Mumbai,
,62.0,Delhi,20261.0
Mohini Bail,,Mumbai,80397.0
Chakradhar Memon,42.0,Mumbai,43843.0
Girik Barman,,,31285.0
Triveni Karpe,,Delhi,
Qushi Ahluwalia,26.0,Mumbai,
Falan Mandal,28.0,Mumbai,29877.0
Keya Arora,23.0,,
Ladli Puri,55.0,,61253.0
Udant Gaba,,Delhi,
Vasudha Bhalla,48.0,Delhi,
Neel Saha,22.0,Mumbai,55739.0
Yashvi Sekhon,31.0,Mumbai,
Eesha Chaudry,21.0,Mumbai,
Triveni Choudhury,38.0,Delhi,79080.0
Prisha Bajwa,35.0,Delhi,
Gaurika Mutti,52.0,Delhi,
Reva Nadkarni,31.0,Mumbai,
Zayan Palla,43.0,Delhi,90761.0
Yatan Nazareth,41.0,Mumbai,27345.0
,,Mumbai,
Bhavika Dubey,39.0,,
Bhavna Karan,19.0,,29847.0
Ekaja Kohli,,Delhi,32679.0
,24.0,,32674.0
Anthony Lanka,34.0,Mumbai,43565.0
Charles Sem,29.0,,82874.0
Shivani Kothari,49.0,,27299.0
Rachita Amble,37.0,Mumbai,
Manthan Bhatnagar,69.0,Mumbai,69495.0
Aarush Sekhon,18.0,Mumbai,50081.0
Kamya Kuruvilla,21.0,Delhi,
Ijaya Parekh,64.0,Mumbai,89039.0
Amrita Kanda,54.0,Mumbai,48812.0
Aarush Contractor,65.0,Mumbai,
Qarin Shanker,29.0,Mumbai,90718.0
Dalbir Nori,66.0,Mumbai,
,65.0,Mumbai,59418.0
Amaira Srinivas,42.0,Mumbai,
Devika Anne,55.0,,
Ishita Walla,60.0,Mumbai,78110.0
Priya Bansal,,Delhi,53263.0
Deepa Sheth,33.0,Mumbai,
Darika Rastogi,65.0,,
Shaurya Wagle,68.0,Mumbai,
Maanav Dhar,22.0,Mumbai,22710.0
Jeet Devi,19.0,Mumbai,38883.0
Nirja Ahluwalia,67.0,Mumbai,
Diya Deol,25.0,Mumbai,
Tanish Doctor,23.0,,
Zarna Bhardwaj,47.0,Mumbai,
David Nagi,54.0,Delhi,79793.0
Brinda Balay,60.0,Delhi,
Advaith Sankaran,22.0,,
Onveer Andra,29.0,Mumbai,75406.0
Sanaya Subramanian,21.0,Delhi,
Netra Ramesh,50.0,,
Yochana Kara,25.0,Delhi,21756.0
Mekhala Devi,65.0,,24744.0
Leena Kumar,43.0,Delhi,
Fitan Soni,39.0,Mumbai,74476.0
Siddharth Lata,42.0,Delhi,
Tristan Dora,36.0,,81165.0
Amrita Patil,24.0,Mumbai,32720.0
Chavvi Lall,30.0,Mumbai,
Inaya Subramaniam,23.0,,85027.0
Vritti Goyal,25.0,,
Dhruv Virk,37.0,,34381.0
Jalsa Golla,28.0,Mumbai,35449.0
Agastya Dua,37.0,,67546.0
Oscar Subramaniam,24.0,Delhi,
,64.0,,67308.0
Zinal Upadhyay,68.0,,
Samuel Rau,58.0,Delhi,68212.0
Timothy Manda,,,31799.0
Pranav Chada,,,98611.0
Yachana Seth,32.0,,
Urvi Kata,26.0,,
Ubika Dewan,,Delhi,74713.0
Xavier Dhillon,68.0,Mumbai,21504.0
Ishanvi Hans,58.0,Mumbai,
Champak Lata,42.0,,
Meera Rana,26.0,,91460.0
Dakshesh Garg,25.0,Mumbai,
Ekta Thaker,60.0,,23122.0
Ijaya Ramanathan,,Delhi,28796.0
William Madan,27.0,Mumbai,
Lakshmi Seshadri,42.0,Mumbai,
Balveer Sachdev,60.0,Mumbai,56991.0
,,,84787.0
Sai Desai,37.0,,86244.0
Ayush Chand,30.0,Delhi,31640.0
Abeer Anand,58.0,Mumbai,
Gaurika Shere,69.0,Mumbai,
Champak Sarna,31.0,,59641.0
Mahika Choudhry,65.0,Mumbai,45235.0
Ganga Lal,38.0,,
Onkar Singhal,33.0,Mumbai,
Krishna Deol,35.0,,60755.0
,30.0,,
Nicholas Chakrabarti,22.0,,
Simon Chowdhury,49.0,Delhi,44404.0
Fitan Jhaveri,22.0,Delhi,
Fiyaz Garg,54.0,Delhi,
Daksha Venkataraman,,Mumbai,
Eiravati Dewan,49.0,Delhi,
Barkha Prasad,31.0,Mumbai,62895.0
Veda Kulkarni,31.0,Delhi,95525.0
Tristan Goswami,56.0,Delhi,
Gauri Gokhale,60.0,,
Megha Randhawa,65.0,Mumbai,
Siya Krish,44.0,Delhi,
Falguni Thakur,37.0,Delhi,32545.0
Umang Sharma,58.0,Mumbai,55622.0
,27.0,Delhi,55309.0
,58.0,Delhi,41270.0
Vinaya Shukla,68.0,,81179.0
Vamakshi De,22.0,Delhi,64896.0
Saumya Bir,37.0,Mumbai,
Anvi Sur,46.0,Mumbai,34247.0
Chanchal Barman,44.0,,
Ayush Goel,69.0,Delhi,78843.0
Lopa Memon,43.0,Mumbai,
Madhav Borah,,,
Mohammed Sarkar,34.0,,20000.0
Kabir Kannan,44.0,Mumbai,26301.0
Lavanya Master,,,85427.0
Januja Sha,34.0,Mumbai,
Qabil Upadhyay,19.0,Delhi,95801.0
Chanakya Grover,33.0,Mumbai,
Yauvani Issac,63.0,,
Rudra Trivedi,49.0,,50258.0
Radhika Gopal,50.0,Mumbai,
Rachit Kohli,54.0,Mumbai,28666.0
Nidhi Apte,68.0,Delhi,56381.0
Naksh Bir,,Delhi,77425.0
Logan Virk,55.0,Delhi,51126.0
Gunbir Nayak,44.0,,91729.0
Manthan Mann,18.0,Delhi,43971.0
Charita Choudhry,57.0,Mumbai,
Farhan Naidu,33.0,Delhi,96593.0
Prisha Mukhopadhyay,,,
Nikita Sabharwal,19.0,,
Alexander Buch,28.0,,
Wridesh Sehgal,20.0,Mumbai,
Veer Sastry,69.0,Delhi,
Jagat Kamdar,69.0,Delhi,44818.0
Indira Reddy,30.0,Mumbai,31221.0
Barkha Rege,,Delhi,
Abhiram Kala,34.0,Delhi,
,26.0,Mumbai,98884.0
Lakshit Apte,43.0,,87332.0
Zashil Kaul,26.0,Delhi,36294.0
Alexander Kant,44.0,Mumbai,
Ishanvi Sachdev,18.0,Delhi,
Forum Prabhakar,38.0,Mumbai,81553.0
Charita Sarraf,32.0,Mumbai,86375.0
Baljiwan Rajan,68.0,,23388.0
Gautam Chaudhary,19.0,Delhi,33470.0
Kiaan Dugal,45.0,Delhi,
Yachana Uppal,46.0,,
Oscar Raman,43.0,Delhi,90872.0
Gaurang Parmar,53.0,Mumbai,86440.0
Ikshita Upadhyay,,,
Hemangini Dasgupta,70.0,Delhi,71524.0
Irya Sachdeva,44.0,Delhi,
Mekhala Bose,43.0,,
,70.0,,
Nakul Chandra,63.0,Mumbai,
Manbir Ray,45.0,Mumbai,
Raksha Lad,53.0,Mumbai,
Chaitaly Mutti,40.0,Delhi,23862.0
Madhav Iyengar,58.0,,
Sarthak Kala,53.0,Mumbai,26648.0
Ekanta Solanki,61.0,Delhi,73863.0
Zayan Naidu,69.0,Mumbai,69982.0
Saumya Bava,70.0,,
Arunima Ranganathan,46.0,Delhi,78908.0
Darika Tella,39.0,Mumbai,
Kritika Wali,55.0,,37892.0
Bhavya Mohanty,31.0,Mumbai,
Qarin Lata,48.0,Delhi,36227.0
Omya Krish,26.0,,93285.0
,38.0,,
Sai Thakur,29.0,Delhi,
Tanmayi Yadav,28.0,Delhi,
Jacob Edwin,18.0,Delhi,
Jeet Chaudhari,19.0,Mumbai,
Kiaan Prabhu,58.0,Mumbai,24882.0
Owen Shankar,49.0,,
Bhanumati Dhillon,40.0,Delhi,64351.0
Neha Rajagopalan,59.0,,98305.0
Ubika Buch,70.0,,
Dhriti Ahluwalia,32.0,Mumbai,37944.0
,45.0,Delhi,63136.0
Parth Prashad,40.0,Delhi,
Anamika Devan,46.0,Mumbai,90313.0
Ridhi Chacko,23.0,Delhi,
Harinakshi Warrior,57.0,,76582.0
Kamala Bhatia,56.0,Delhi,91632.0
Yashvi Sibal,41.0,Delhi,26912.0
Gaurav Jha,50.0,Delhi,
Girik Sanghvi,51.0,Delhi,32837.0
Kashish Sidhu,54.0,,29943.0
Bishakha Comar,66.0,Mumbai,68885.0
Eesha Raju,29.0,,88531.0
Vedhika Sen,,,
Netra Bala,,Delhi,
Balveer Mitra,44.0,Delhi,96816.0
Chaitaly Chawla,,Delhi,
Chameli Halder,44.0,Mumbai,
Zehaan Suri,38.0,,
,20.0,Mumbai,74929.0
Hredhaan Lad,42.0,,
Reva Kalita,31.0,Mumbai,
Agastya Kadakia,37.0,Mumbai,77760.0
Zilmil Badal,33.0,Mumbai,
Anirudh Sur,20.0,Delhi,64288.0
Yochana Bhardwaj,20.0,Delhi,
Dhriti Hayre,35.0,Delhi,23007.0
Jalsa Mistry,69.0,Delhi,56099.0
Jackson Sehgal,55.0,,
Kabir Sule,31.0,,69517.0
,26.0,Delhi,98649.0
Aarini Dora,,Delhi,66317.0
Chatresh Bakshi,21.0,,71936.0
Jackson Luthra,64.0,Mumbai,99693.0
Veer Bandi,60.0,Mumbai,80413.0
Yamini Gera,26.0,Mumbai,47351.0
Ladli Kaur,41.0,Delhi,
Hamsini Wable,64.0,Delhi,
Ijaya Ben,54.0,Delhi,40033.0
Anay Kannan,57.0,Mumbai,61621.0
Atharv Magar,27.0,Mumbai,
,24.0,Delhi,
Darsh Mander,42.0,Delhi,52077.0
Ganga Madan,61.0,,60619.0
Manthan Batra,25.0,Delhi,89910.0
Diya Bava,44.0,,
Yashodhara Chandran,56.0,Mumbai,
Oviya Gopal,67.0,Delhi,
Finn Ratti,,Mumbai,52293.0
Yug Bhatti,51.0,Mumbai,28483.0
Hardik Dada,29.0,Delhi,
Orinder Nair,67.0,,
Sara Srinivasan,48.0,,
Anita Sandhu,45.0,Mumbai,91225.0
,56.0,Mumbai,
Madhavi Sachdev,34.0,Mumbai,25274.0
Baghyawati Lala,23.0,Delhi,59346.0
Mekhala Bassi,53.0,,62227.0
Dipta Gole,,Delhi,
Alka Amble,20.0,,
Arjun Kar,61.0,,
,27.0,,
Dalbir Banerjee,53.0,Mumbai,
Joshua Bhatnagar,24.0,Mumbai,89101.0
Bishakha Sampath,24.0,,
Krish Misra,68.0,Mumbai,
Harini Kale,,Delhi,
Aadi Gaba,,Mumbai,91060.0
,45.0,Delhi,66737.0
,29.0,,
Brinda Goda,53.0,Delhi,
Arin Bakshi,29.0,Delhi,25114.0
Ishanvi Buch,30.0,Mumbai,
Advik Bhatia,19.0,Mumbai,59949.0
Samar Saini,35.0,Delhi,
Megha Chaudhry,65.0,,69251.0
,36.0,,74690.0
Bhanumati Prabhakar,51.0,Mumbai,52241.0
Kai Zachariah,29.0,,
Manbir Chaudhry,66.0,Mumbai,94391.0
Bishakha Ravel,64.0,,
Fiyaz Singhal,25.0,,
Charan Shetty,58.0,Mumbai,
Kritika Gala,51.0,Delhi,98449.0
Udant Devi,18.0,Mumbai,
Imaran Dara,34.0,Mumbai,79413.0
Ekbal Savant,26.0,,
Chakradhar Misra,24.0,Delhi,
Ethan Reddy,38.0,Mumbai,65660.0
Yashawini Baral,35.0,,86738.0
Nidhi Sampath,57.0,Mumbai,98983.0
Jai Srivastava,19.0,Delhi,95392.0
Chanakya Dara,34.0,,
Leela Tank,37.0,,
Chatura Narula,35.0,Mumbai,90540.0
Yuvraj Datta,35.0,Delhi,
Hema Chandra,45.0,Mumbai,
Vedika Baral,47.0,Mumbai,
Gautami Date,55.0,Delhi,29862.0
,52.0,Mumbai,
Abhiram Raghavan,70.0,,92748.0
,24.0,Mumbai,
Saksham Reddy,,Delhi,27309.0
Kashvi Borra,22.0,Delhi,
,,,
Irya Kakar,65.0,,
Falak Bahl,45.0,Mumbai,55546.0
Anthony Kapur,43.0,Mumbai,
Jackson Krishnan,31.0,,46340.0
,69.0,,
Michael Sangha,27.0,Mumbai,58515.0
Dalaja Chana,60.0,Mumbai,
,22.0,Mumbai,78732.0
Aachal Mann,50.0,,
,45.0,,
Indali Dora,37.0,Mumbai,42454.0
Azad Bahl,53.0,Mumbai,39126.0
Kai Narain,45.0,Delhi,97593.0
Charles Narasimhan,40.0,Mumbai,40424.0
Gaurika Pingle,39.0,,40638.0
Vedant Batra,47.0,,55603.0
Abha Nagi,37.0,Delhi,89499.0
Harini Zacharia,43.0,Mumbai,
Nachiket Chowdhury,19.0,,86736.0
,50.0,Mumbai,
Devansh Mutti,59.0,Delhi,
Naveen Chowdhury,56.0,Mumbai,
Darika Yogi,22.0,,
Yagnesh Ahluwalia,,,58462.0
Anvi Batra,64.0,Mumbai,73415.0
Vedant Choudhary,49.0,Mumbai,77614.0
Robert Ravi,60.0,Mumbai,
Oeshi Malhotra,19.0,Delhi,40699.0
Bimala Bhagat,64.0,Delhi,96793.0
Kamala Balan,50.0,Delhi,50499.0
Lakshmi Sabharwal,37.0,,
Adweta Kale,66.0,Mumbai,
Eesha Varty,51.0,Delhi,26279.0
